candidate_id,candidate_name,handle,party,chamber,state,district,incumbent,n_tweets,share_retweets
C0287,Lavinia Bramble,@LaviniaBramble2022,D,House,IL,IL-17,True,94,0.3404255319148936
C0288,Harlan Kowalczyk,@HarlanKowalczyk2022,R,House,IL,IL-17,False,69,0.07246376811594203
C0289,Grant Thackeray,@GrantThackeray2022,R,House,IN,IN-01,True,83,0.37349397590361444
C0290,Lorenzo Ellingson,@LEllingson,D,House,IN,IN-02,False,92,0.14130434782608695
C0291,Jocelyn Meriwether,@Meriwether4Congress,D,House,IN,IN-03,False,161,0.13043478260869565
C0292,Jordan Goodwin,@GoodwinHQ,D,House,IN,IN-04,False,97,0.23711340206185566
C0293,Wendell Vandermeer,@WVandermeerOfficial,R,House,IN,IN-04,True,72,0.1111111111111111
C0294,Harlan Solberg,@HarlanSolberg2022,D,House,IN,IN-05,True,124,0.46774193548387094
C0295,Vivienne Ellingson,@VivienneEllingson2022,R,House,IN,IN-05,False,123,0.21138211382113822
C0296,Cassidy Meriwether,@MeriwetherForCongress,D,House,IN,IN-06,False,68,0.20588235294117646
C0297,Grant Tunstall,@GrantTunstall2022,R,House,IN,IN-06,False,50,0.14
C0298,Marisol Jessup,@MJessup,D,House,IN,IN-07,False,115,0.034782608695652174
C0299,Tobias Quimby,@TQuimby2022,R,House,IN,IN-07,False,49,0.12244897959183673
C0300,Harlan Jessup,@HarlanJessup2022,D,House,IN,IN-08,False,172,0.4069767441860465
C0301,Farrah Crowder,@FCrowder,R,House,IN,IN-08,True,214,0.1822429906542056
C0302,Anders Stanfield,@AStanfield,D,House,IN,IN-09,False,168,0.13095238095238096
C0303,Uriel Stanfield,@UrielStanfield2022,R,House,IN,IN-09,True,86,0.10465116279069768
C0304,Osric Whitlock,@OWhitlockOfficial,D,House,IA,IA-01,False,45,0.17777777777777778
C0305,Ramona Ashford,@Ashford4Congress,R,House,IA,IA-01,True,147,0.3945578231292517
C0306,Elena Ibarra,@ElenaIbarra2022,D,House,IA,IA-02,True,55,0.09090909090909091
C0307,Tamika Sandoval,@TamikaSandoval2022,R,House,IA,IA-02,False,123,0.6422764227642277
C0308,Wendell Pemberton,@WendellPemberton2022,D,House,IA,IA-03,True,46,0.10869565217391304
C0309,Celeste Zablocki,@CelesteZablocki2022,R,House,IA,IA-03,False,42,0.30952380952380953
C0310,Renata Falkner,@RFalkner2022,D,House,IA,IA-04,True,134,0.3805970149253731
C0311,Lucille Nakamura,@LNakamura,R,House,IA,IA-04,False,174,0.1896551724137931
C0312,Henrietta Ravenscroft,@HRavenscroft2022,I,House,IA,IA-04,False,42,0.6666666666666666
C0313,Silas Holloway,@HollowayHQ,D,House,KS,KS-01,False,50,0.3
C0314,Lucille Ashford,@AshfordHQ,R,House,KS,KS-01,True,62,0.24193548387096775
C0315,Marisol Marchetti,@MMarchettiOfficial,I,House,KS,KS-01,False,63,0.1746031746031746
C0316,Yolanda Bickford,@BickfordHQ,R,House,KS,KS-02,True,111,0.2882882882882883
C0317,Boyd Vandermeer,@BoydVandermeer2022,I,House,KS,KS-02,False,185,0.12432432432432433
C0318,Noemi Hargrove,@HargroveForCongress,R,House,KS,KS-03,True,135,0.1925925925925926
C0319,Nadia Thackeray,@NadiaThackeray2022,D,House,KS,KS-04,True,72,0.06944444444444445
C0320,Ingrid Northcutt,@NorthcuttForCongress,R,House,KS,KS-04,False,112,0.38392857142857145
C0321,Nolan Crowder,@NCrowder,D,House,KY,KY-01,False,159,0.1949685534591195
C0322,Zelda Oglesby,@ZeldaOglesby2022,R,House,KY,KY-01,False,112,0.5357142857142857
C0323,Tobias Zielinski,@TZielinskiOfficial,D,House,KY,KY-02,True,161,0.3167701863354037
C0324,Rosalind Oglesby,@RosalindOglesby2022,R,House,KY,KY-02,False,22,0.3181818181818182
C0325,Russell Falkner,@RussellFalkner2022,D,House,KY,KY-03,True,88,0.26136363636363635
C0326,Emmett Vasquez-Reed,@VasquezReed4Congress,R,House,KY,KY-03,False,74,0.08108108108108109
C0327,Vivienne Eastwood,@EastwoodForCongress,R,House,KY,KY-04,True,73,0.4246575342465753
C0328,Elena Pemberton,@EPembertonOfficial,D,House,KY,KY-05,False,114,0.24561403508771928
C0329,Nadia Quimby,@NadiaQuimby2022,R,House,KY,KY-05,False,61,0.6229508196721312
C0330,Henrietta Pemberton,@HenriettaPemberton2022,D,House,KY,KY-06,False,245,0.43673469387755104
C0331,Tamika Jankowski,@JankowskiHQ,R,House,KY,KY-06,True,149,0.31543624161073824
C0332,Uriel Xiong,@Xiong4Congress,R,House,LA,LA-01,False,55,0.43636363636363634
C0333,Jordan Prescott,@JPrescott,D,House,LA,LA-02,True,128,0.203125
C0334,Kip Zielinski,@KipZielinski2022,R,House,LA,LA-02,False,53,0.09433962264150944
C0335,Rosalind Whitlock,@Whitlock4Congress,D,House,LA,LA-03,True,79,0.25316455696202533
C0336,Quincy Marchetti,@QuincyMarchetti2022,R,House,LA,LA-03,False,79,0.31645569620253167
C0337,Opal Prescott,@OpalPrescott2022,D,House,LA,LA-04,True,91,0.32967032967032966
C0338,Kip Rutledge,@KipRutledge2022,R,House,LA,LA-04,False,75,0.26666666666666666
C0339,Cassidy Dunmore,@CDunmore,D,House,LA,LA-05,True,87,0.40229885057471265
C0340,Silas Granger,@SilasGranger2022,R,House,LA,LA-05,False,34,0.029411764705882353
C0341,Vera Vasquez-Reed,@VasquezReedForCongress,D,House,LA,LA-06,False,69,0.2028985507246377
C0342,Yolanda Wexford,@YWexfordOfficial,R,House,LA,LA-06,True,232,0.24568965517241378
C0343,Bettina Oglesby,@BettinaOglesby2022,D,House,ME,ME-01,False,112,0.15178571428571427
C0344,Elena Villanueva,@ElenaVillanueva2022,R,House,ME,ME-02,True,80,0.4375
C0345,Harlan Holloway,@HHolloway2022,D,House,MD,MD-01,False,55,0.34545454545454546
C0346,Ivan Oglesby,@IvanOglesby2022,R,House,MD,MD-01,True,84,0.23809523809523808
C0347,Nolan Alcott,@NAlcott,D,House,MD,MD-02,False,107,0.27102803738317754
C0348,York Calloway,@YorkCalloway2022,R,House,MD,MD-02,True,103,0.1650485436893204
C0349,Elena Yancey,@EYanceyOfficial,D,House,MD,MD-03,True,104,0.34615384615384615
C0350,Dexter Barrows,@DexterBarrows2022,R,House,MD,MD-03,False,51,0.19607843137254902
C0351,Sterling Jankowski,@SJankowski,D,House,MD,MD-04,False,71,0.7323943661971831
C0352,Ivan Lindqvist,@Lindqvist4Congress,R,House,MD,MD-04,False,246,0.24390243902439024
C0353,Rosalind Tremblay,@Tremblay4Congress,R,House,MD,MD-05,True,89,0.15730337078651685
C0354,Walker Renwick,@WalkerRenwick2022,D,House,MD,MD-06,True,86,0.11627906976744186
C0355,Petra Delacroix,@PDelacroixOfficial,D,House,MD,MD-07,False,100,0.42
C0356,Noemi Renwick,@NRenwick2022,R,House,MD,MD-07,True,85,0.43529411764705883
C0357,Grant Zablocki,@GZablockiOfficial,D,House,MD,MD-08,False,109,0.2018348623853211
C0358,Deshawn Barrows,@DBarrowsOfficial,R,House,MD,MD-08,False,161,0.2919254658385093
C0359,Dexter Ostrander,@DOstrander,D,House,MA,MA-01,True,127,0.14173228346456693
C0360,Uriel Okafor,@UrielOkafor2022,R,House,MA,MA-01,False,57,0.24561403508771928
C0361,Petra Palafox,@PetraPalafox2022,D,House,MA,MA-02,True,27,0.0
C0362,Junia Granger,@JGrangerOfficial,R,House,MA,MA-02,False,175,0.21714285714285714
C0363,Celeste Delacroix,@CelesteDelacroix2022,D,House,MA,MA-03,False,501,0.19760479041916168
C0364,Dexter Quintanilla,@QuintanillaForCongress,R,House,MA,MA-03,False,160,0.06875
C0365,Zelda Yarborough,@ZYarboroughOfficial,D,House,MA,MA-04,True,35,0.14285714285714285
C0366,Celeste Marchetti,@CMarchetti,R,House,MA,MA-04,False,151,0.46357615894039733
C0367,Russell Ivester,@IvesterForCongress,D,House,MA,MA-05,False,119,0.13445378151260504
C0368,Lavinia Jessup,@LJessup2022,R,House,MA,MA-05,True,141,0.2695035460992908
C0369,Maeve Ostrander,@OstranderHQ,D,House,MA,MA-06,False,233,0.27467811158798283
C0370,Kendall Eastwood,@KendallEastwood2022,R,House,MA,MA-06,True,209,0.215311004784689
C0371,Jocelyn Rutledge,@JocelynRutledge2022,I,House,MA,MA-06,False,110,0.2818181818181818
C0372,Cassidy Winterbourne,@CassidyWinterbourne2022,D,House,MA,MA-07,True,42,0.09523809523809523
C0373,Maeve Ivester,@MIvester,R,House,MA,MA-07,False,83,0.13253012048192772
C0374,Jocelyn Goodwin,@JGoodwin,D,House,MA,MA-08,False,158,0.10126582278481013
C0375,Lorenzo Fairbanks,@LFairbanks,R,House,MA,MA-08,True,121,0.47107438016528924
C0376,Farrah Bramble,@FBramble2022,D,House,MA,MA-09,False,93,0.0967741935483871
C0377,Rosalind Vandermeer,@VandermeerHQ,R,House,MA,MA-09,False,80,0.3
C0378,Maeve Prescott,@MaevePrescott2022,R,House,MI,MI-01,True,157,0.33121019108280253
C0379,Farrah Northcutt,@FarrahNorthcutt2022,D,House,MI,MI-02,False,125,0.288
C0380,Walker Barrows,@BarrowsHQ,R,House,MI,MI-02,True,122,0.1885245901639344
C0381,Ulysses Goodwin,@UGoodwin,D,House,MI,MI-03,False,84,0.19047619047619047
C0382,Lorenzo Thackeray,@LThackeray,R,House,MI,MI-03,True,193,0.5233160621761658
C0383,Delphine Alcott,@DelphineAlcott2022,D,House,MI,MI-04,True,106,0.09433962264150944
C0384,Delphine Okafor,@DelphineOkafor2022,R,House,MI,MI-04,False,60,0.38333333333333336
C0385,Omar Bramble,@OmarBramble2022,D,House,MI,MI-05,False,68,0.5
C0386,Harlan Vandermeer,@Vandermeer4Congress,R,House,MI,MI-05,True,31,0.1935483870967742
C0387,Dexter Ashford,@DexterAshford2022,R,House,MI,MI-06,True,111,0.23423423423423423
C0388,Mordecai Villanueva,@MordecaiVillanueva2022,I,House,MI,MI-06,False,46,0.13043478260869565
C0389,Zelda Quintanilla,@ZeldaQuintanilla2022,D,House,MI,MI-07,True,54,0.5185185185185185
C0390,Paloma Nakamura,@PalomaNakamura2022,R,House,MI,MI-07,False,95,0.2736842105263158
C0391,Ignatius Dunmore,@Dunmore4Congress,D,House,MI,MI-08,True,157,0.39490445859872614
C0392,Colton Yancey,@CYanceyOfficial,R,House,MI,MI-08,False,168,0.19047619047619047
C0393,Kip Stanfield,@Stanfield4Congress,D,House,MI,MI-09,True,36,0.3055555555555556
C0394,Celeste Underhill,@CUnderhill,R,House,MI,MI-09,False,266,0.4473684210526316
C0395,Ramona Jessup,@RamonaJessup2022,D,House,MI,MI-10,False,83,0.0963855421686747
C0396,Emmett Zielinski,@EZielinski,R,House,MI,MI-10,True,136,0.25735294117647056
C0397,Petra Vasquez-Reed,@PetraVasquezReed2022,D,House,MI,MI-11,False,80,0.375
C0398,Hattie Xiong,@HXiongOfficial,R,House,MI,MI-11,True,40,0.05
C0399,Quincy Bickford,@BickfordForCongress,D,House,MI,MI-12,False,148,0.16216216216216217
C0400,Priya Quintanilla,@PQuintanilla2022,R,House,MI,MI-12,False,66,0.42424242424242425
C0401,Flora Fairbanks,@FloraFairbanks2022,R,House,MI,MI-13,False,227,0.06607929515418502
C0402,Deshawn Jankowski,@DeshawnJankowski2022,D,House,MN,MN-01,True,137,0.08759124087591241
C0403,Nolan Tunstall,@NolanTunstall2022,R,House,MN,MN-01,False,88,0.3181818181818182
C0404,Bettina Vandermeer,@BettinaVandermeer2022,D,House,MN,MN-02,False,128,0.5234375
C0405,Gustavo Jessup,@GustavoJessup2022,R,House,MN,MN-02,False,180,0.17777777777777778
C0406,Silas Nakamura,@SNakamura2022,D,House,MN,MN-03,True,71,0.28169014084507044
C0407,Quentin Fairbanks,@Fairbanks4Congress,R,House,MN,MN-03,False,158,0.17721518987341772
C0408,Harlan Whitlock,@HarlanWhitlock2022,D,House,MN,MN-04,True,46,0.0
C0409,Lavinia Zablocki,@LZablocki2022,R,House,MN,MN-04,False,85,0.10588235294117647
C0410,Marcus Ivester,@MIvesterOfficial,D,House,MN,MN-05,False,101,0.24752475247524752
C0411,Vera Goodwin,@VeraGoodwin2022,R,House,MN,MN-05,True,113,0.45132743362831856
C0412,Ivan Bickford,@IBickford,D,House,MN,MN-06,True,208,0.3701923076923077
C0413,Boyd Vasquez-Reed,@VasquezReedHQ,R,House,MN,MN-06,False,67,0.26865671641791045
C0414,Walker Ashford,@WalkerAshford2022,D,House,MN,MN-07,True,275,0.20363636363636364
C0415,Ingrid Yancey,@IYancey,R,House,MN,MN-07,False,200,0.065
C0416,Ezra Zielinski,@EZielinskiOfficial,D,House,MN,MN-08,True,67,0.4626865671641791
C0417,Dexter Northcutt,@DexterNorthcutt2022,R,House,MN,MN-08,False,71,0.323943661971831
C0418,Anders Granger,@AGrangerOfficial,D,House,MS,MS-01,False,81,0.1728395061728395
C0419,Pete Underhill,@PUnderhill,R,House,MS,MS-01,True,91,0.37362637362637363
C0420,Yolanda Ashford,@AshfordForCongress,D,House,MS,MS-02,True,178,0.25842696629213485
C0421,Boyd Goodwin,@Goodwin4Congress,R,House,MS,MS-02,False,44,0.20454545454545456
C0422,Avery Fairbanks,@AveryFairbanks2022,D,House,MS,MS-03,True,90,0.2
C0423,Omar Abernathy,@OmarAbernathy2022,R,House,MS,MS-03,False,146,0.0547945205479452
C0424,Walker Dunmore,@DunmoreForCongress,D,House,MS,MS-04,False,56,0.03571428571428571
C0425,Tobias Tremblay,@TremblayHQ,R,House,MS,MS-04,False,81,0.48148148148148145
C0426,Junia Ostrander,@JuniaOstrander2022,D,House,MO,MO-01,False,88,0.29545454545454547
C0427,Lorenzo Quimby,@LorenzoQuimby2022,R,House,MO,MO-01,True,126,0.047619047619047616
C0428,Bettina Rutledge,@BettinaRutledge2022,D,House,MO,MO-02,True,316,0.31645569620253167
C0429,Omar Ravenscroft,@OmarRavenscroft2022,R,House,MO,MO-02,False,90,0.06666666666666667
C0430,Junia Zablocki,@JuniaZablocki2022,I,House,MO,MO-02,False,392,0.5663265306122449
C0431,Cassidy Vandermeer,@CVandermeerOfficial,D,House,MO,MO-03,False,226,0.15486725663716813
C0432,Osric Goodwin,@OsricGoodwin2022,R,House,MO,MO-03,False,86,0.36046511627906974
C0433,Ezra Yarborough,@YarboroughForCongress,D,House,MO,MO-04,False,48,0.22916666666666666
C0434,Vera Abernathy,@VAbernathy2022,R,House,MO,MO-04,True,88,0.6590909090909091
C0435,Sterling Calloway,@SCalloway,D,House,MO,MO-05,False,219,0.6118721461187214
C0436,Thea Abernathy,@TAbernathy,R,House,MO,MO-05,False,180,0.22777777777777777
C0437,Cassidy Kettering,@CKettering2022,D,House,MO,MO-06,False,103,0.34951456310679613
C0438,Tamika Lindqvist,@TamikaLindqvist2022,R,House,MO,MO-06,False,108,0.2222222222222222
C0439,Ingrid Bickford,@Bickford4Congress,D,House,MO,MO-07,True,158,0.21518987341772153
C0440,Hattie Yancey,@Yancey4Congress,R,House,MO,MO-07,False,237,0.1350210970464135
C0441,Ximena Jankowski,@Jankowski4Congress,D,House,MO,MO-08,True,164,0.5304878048780488
C0442,Uriel Alcott,@UAlcott,R,House,MO,MO-08,False,137,0.22627737226277372
C0443,Petra Goodwin,@PetraGoodwin2022,D,House,MT,MT-01,False,171,0.22807017543859648
C0444,Uriel Rutledge,@URutledge,R,House,MT,MT-01,True,343,0.15160349854227406
C0445,Gideon Goodwin,@GGoodwin,I,House,MT,MT-01,False,90,0.17777777777777778
C0446,Simone Umbridge,@SUmbridge2022,D,House,MT,MT-02,False,118,0.1694915254237288
C0447,Hattie Quintanilla,@HQuintanilla2022,R,House,MT,MT-02,False,250,0.28
C0448,Flora Okafor,@FOkafor,D,House,NE,NE-01,False,93,0.0967741935483871
C0449,Ulysses Calloway,@UlyssesCalloway2022,R,House,NE,NE-01,True,55,0.34545454545454546
C0450,Nadia Bramble,@NBramble2022,D,House,NE,NE-02,False,315,0.09523809523809523
C0451,Marisol Quimby,@MQuimbyOfficial,R,House,NE,NE-02,True,96,0.28125
C0452,Lucille Zielinski,@ZielinskiHQ,D,House,NE,NE-03,True,95,0.30526315789473685
C0453,Omar Yarborough,@OYarborough,R,House,NE,NE-03,False,199,0.46733668341708545
C0454,Nolan Stanfield,@NolanStanfield2022,D,House,NV,NV-01,False,139,0.26618705035971224
C0455,Deshawn Bramble,@DBrambleOfficial,R,House,NV,NV-01,True,98,0.3877551020408163
C0456,Uriel Umbridge,@UrielUmbridge2022,D,House,NV,NV-02,True,392,0.40816326530612246
C0457,Marcus Jankowski,@MarcusJankowski2022,R,House,NV,NV-02,False,107,0.028037383177570093
C0458,Avery Bickford,@AveryBickford2022,D,House,NV,NV-03,True,82,0.2804878048780488
C0459,Lorenzo Solberg,@LSolbergOfficial,R,House,NV,NV-03,False,107,0.32710280373831774
C0460,Walker Winterbourne,@WalkerWinterbourne2022,I,House,NV,NV-03,False,166,0.030120481927710843
C0461,Russell Vandermeer,@RVandermeerOfficial,D,House,NV,NV-04,True,137,0.43795620437956206
C0462,Nolan Vasquez-Reed,@NolanVasquezReed2022,R,House,NV,NV-04,False,69,0.36231884057971014
C0463,Ulysses Ashford,@UAshford2022,D,House,NH,NH-01,True,110,0.32727272727272727
C0464,Cormac Northcutt,@CormacNorthcutt2022,R,House,NH,NH-01,False,85,0.25882352941176473
C0465,Flora Barrows,@FBarrowsOfficial,D,House,NH,NH-02,False,131,0.5267175572519084
C0466,Gideon Falkner,@FalknerForCongress,R,House,NH,NH-02,True,163,0.2392638036809816
C0467,Omar Oglesby,@OmarOglesby2022,D,House,NJ,NJ-01,False,103,0.0970873786407767
C0468,Tamika Bramble,@TamikaBramble2022,R,House,NJ,NJ-01,True,194,0.0979381443298969
C0469,Nadia Okafor,@NadiaOkafor2022,D,House,NJ,NJ-02,True,91,0.34065934065934067
C0470,Ximena Renwick,@XRenwick,R,House,NJ,NJ-02,False,76,0.17105263157894737
C0471,Vivienne Barrows,@VBarrowsOfficial,D,House,NJ,NJ-03,True,186,0.053763440860215055
C0472,Jocelyn Eastwood,@EastwoodHQ,R,House,NJ,NJ-03,False,168,0.30357142857142855
C0473,Lavinia Ellingson,@LaviniaEllingson2022,D,House,NJ,NJ-04,True,303,0.10561056105610561
C0474,Renata Kowalczyk,@RenataKowalczyk2022,R,House,NJ,NJ-04,False,17,0.4117647058823529
C0475,Kendall Quimby,@KQuimby2022,D,House,NJ,NJ-05,False,84,0.4166666666666667
C0476,Osric Calloway,@CallowayForCongress,R,House,NJ,NJ-05,False,75,0.25333333333333335
C0477,Jordan Zielinski,@Zielinski4Congress,D,House,NJ,NJ-06,False,94,0.23404255319148937
C0478,Kendall Crowder,@KCrowder,R,House,NJ,NJ-06,True,121,0.18181818181818182
C0479,Nadia Zielinski,@NadiaZielinski2022,D,House,NJ,NJ-07,False,134,0.4626865671641791
C0480,Lorenzo Ivester,@LIvester2022,R,House,NJ,NJ-07,False,87,0.11494252873563218
C0481,Pete Lindqvist,@PLindqvistOfficial,D,House,NJ,NJ-08,False,120,0.058333333333333334
C0482,Silas Okafor,@SOkaforOfficial,R,House,NJ,NJ-08,False,118,0.3983050847457627
C0483,York Tunstall,@YTunstall2022,D,House,NJ,NJ-09,True,46,0.021739130434782608
C0484,Ramona Lockhart,@RamonaLockhart2022,R,House,NJ,NJ-09,False,77,0.5454545454545454
C0485,Zelda Crowder,@ZeldaCrowder2022,D,House,NJ,NJ-10,True,284,0.2147887323943662
C0486,Noemi Ivester,@NoemiIvester2022,R,House,NJ,NJ-10,False,77,0.1038961038961039
C0487,Noemi Ravenscroft,@RavenscroftHQ,D,House,NJ,NJ-11,True,92,0.2826086956521739
C0488,Simone Rutledge,@SimoneRutledge2022,R,House,NJ,NJ-11,False,111,0.1891891891891892
C0489,Harlan Nakamura,@HNakamuraOfficial,D,House,NJ,NJ-12,False,102,0.06862745098039216
C0490,Quincy Northcutt,@Northcutt4Congress,R,House,NJ,NJ-12,False,183,0.45901639344262296
C0491,Nolan Villanueva,@NVillanueva,D,House,NM,NM-01,False,70,0.2
C0492,Flora Dunmore,@FDunmore,R,House,NM,NM-01,True,258,0.3875968992248062
C0493,Pete Barrows,@PeteBarrows2022,D,House,NM,NM-02,False,45,0.4888888888888889
C0494,Ramona Eastwood,@Eastwood4Congress,R,House,NM,NM-02,True,69,0.10144927536231885
C0495,Harlan Ibarra,@HarlanIbarra2022,D,House,NM,NM-03,False,194,0.5103092783505154
C0496,Ignatius Sandoval,@IgnatiusSandoval2022,R,House,NM,NM-03,True,95,0.17894736842105263
C0497,Zelda Nakamura,@ZeldaNakamura2022,I,House,NM,NM-03,False,131,0.25190839694656486
C0498,Anders Abernathy,@AbernathyForCongress,D,House,NY,NY-01,False,142,0.11267605633802817
C0499,Wendell Bickford,@WendellBickford2022,D,House,NY,NY-02,True,312,0.2916666666666667
C0500,Paloma Kowalczyk,@PalomaKowalczyk2022,R,House,NY,NY-02,False,109,0.1834862385321101
C0501,Junia Quimby,@JuniaQuimby2022,D,House,NY,NY-03,True,116,0.6982758620689655
C0502,York Jankowski,@YJankowskiOfficial,R,House,NY,NY-03,False,210,0.3380952380952381
C0503,Colton Jessup,@CJessup,R,House,NY,NY-04,True,96,0.1875
C0504,Elena Meriwether,@ElenaMeriwether2022,D,House,NY,NY-05,False,55,0.43636363636363634
C0505,Ignatius Solberg,@IgnatiusSolberg2022,R,House,NY,NY-05,True,156,0.1282051282051282
C0506,Opal Thackeray,@OThackeray,I,House,NY,NY-05,False,163,0.13496932515337423
C0507,Harlan Lockhart,@HarlanLockhart2022,D,House,NY,NY-06,False,28,0.17857142857142858
C0508,Petra Meriwether,@PetraMeriwether2022,R,House,NY,NY-06,True,97,0.09278350515463918
C0509,Deshawn Lockhart,@DeshawnLockhart2022,D,House,NY,NY-07,True,66,0.10606060606060606
C0510,Celeste Fairbanks,@CelesteFairbanks2022,R,House,NY,NY-07,False,62,0.27419354838709675
C0511,Farrah Thackeray,@FarrahThackeray2022,D,House,NY,NY-08,False,299,0.28762541806020064
C0512,Quentin Yancey,@QYancey,R,House,NY,NY-08,False,139,0.2805755395683453
C0513,Tamika Bickford,@TamikaBickford2022,D,House,NY,NY-09,False,39,0.20512820512820512
C0514,Nadia Lindqvist,@LindqvistForCongress,R,House,NY,NY-09,True,110,0.2
C0515,York Bramble,@YorkBramble2022,D,House,NY,NY-10,True,46,0.391304347826087
C0516,Osric Tunstall,@OsricTunstall2022,R,House,NY,NY-10,False,71,0.07042253521126761
C0517,Lucille Underhill,@UnderhillForCongress,D,House,NY,NY-11,False,108,0.4444444444444444
C0518,Quincy Sandoval,@QuincySandoval2022,R,House,NY,NY-11,True,229,0.1091703056768559
C0519,Renata Ibarra,@Ibarra4Congress,D,House,NY,NY-12,False,90,0.2111111111111111
C0520,Marisol Yarborough,@MarisolYarborough2022,R,House,NY,NY-12,False,135,0.2740740740740741
C0521,Ingrid Crowder,@ICrowder2022,D,House,NY,NY-13,True,136,0.0661764705882353
C0522,Zelda Thackeray,@ZeldaThackeray2022,R,House,NY,NY-13,False,133,0.2932330827067669
C0523,Sterling Whitlock,@SterlingWhitlock2022,D,House,NY,NY-14,False,68,0.4117647058823529
C0524,Ignatius Lindqvist,@IgnatiusLindqvist2022,R,House,NY,NY-14,True,81,0.08641975308641975
C0525,Paloma Goodwin,@PalomaGoodwin2022,D,House,NY,NY-15,False,43,0.3488372093023256
C0526,Zelda Jankowski,@ZeldaJankowski2022,R,House,NY,NY-15,True,143,0.1958041958041958
C0527,Sterling Nakamura,@SterlingNakamura2022,D,House,NY,NY-16,False,206,0.07766990291262135
C0528,Tallulah Jessup,@TJessupOfficial,R,House,NY,NY-16,True,70,0.3142857142857143
C0529,Gustavo Umbridge,@GUmbridge2022,D,House,NY,NY-17,False,94,0.031914893617021274
C0530,Gideon Yarborough,@GYarborough,R,House,NY,NY-17,True,159,0.12578616352201258
C0531,Petra Yancey,@PYancey,D,House,NY,NY-18,True,87,0.1839080459770115
C0532,Emmett Solberg,@EmmettSolberg2022,R,House,NY,NY-18,False,37,0.6486486486486487
C0533,Pete Dunmore,@PDunmoreOfficial,D,House,NY,NY-19,False,263,0.2889733840304182
C0534,Vera Falkner,@VeraFalkner2022,R,House,NY,NY-19,False,189,0.5238095238095238
C0535,Elena Bramble,@ElenaBramble2022,D,House,NY,NY-20,True,123,0.24390243902439024
C0536,Ulysses Ostrander,@UlyssesOstrander2022,R,House,NY,NY-20,False,124,0.1693548387096774
C0537,Henrietta Lockhart,@HLockhart2022,D,House,NY,NY-21,False,80,0.0625
C0538,Ximena Bramble,@XimenaBramble2022,R,House,NY,NY-21,True,33,0.030303030303030304
C0539,Russell Okafor,@OkaforForCongress,D,House,NY,NY-22,False,75,0.14666666666666667
C0540,Cassidy Alcott,@CAlcott,R,House,NY,NY-22,True,71,0.352112676056338
C0541,Omar Xiong,@OXiong2022,D,House,NY,NY-23,False,158,0.26582278481012656
C0542,Uriel Falkner,@UrielFalkner2022,R,House,NY,NY-23,True,114,0.47368421052631576
C0543,Flora Tunstall,@FTunstallOfficial,D,House,NY,NY-24,True,48,0.375
C0544,Ivan Pemberton,@IPembertonOfficial,R,House,NY,NY-24,False,48,0.22916666666666666
C0545,Ezra Tunstall,@Tunstall4Congress,D,House,NY,NY-25,True,48,0.10416666666666667
C0546,Deshawn Kettering,@DeshawnKettering2022,R,House,NY,NY-25,False,152,0.013157894736842105
C0547,Celeste Holloway,@CelesteHolloway2022,D,House,NY,NY-26,False,100,0.28
C0548,Gustavo Underhill,@GUnderhill2022,R,House,NY,NY-26,True,130,0.16923076923076924
C0549,Petra Ibarra,@PetraIbarra2022,D,House,NC,NC-01,True,59,0.3559322033898305
C0550,Marisol Holloway,@Holloway4Congress,R,House,NC,NC-01,False,141,0.3120567375886525
C0551,Jocelyn Abernathy,@JocelynAbernathy2022,D,House,NC,NC-02,False,281,0.24199288256227758
C0552,Elena Winterbourne,@EWinterbourneOfficial,R,House,NC,NC-02,False,40,0.45
C0553,Gideon Thackeray,@GideonThackeray2022,R,House,NC,NC-03,True,78,0.1794871794871795
C0554,Tobias Ostrander,@TOstrander,D,House,NC,NC-04,False,251,0.2749003984063745
C0555,Henrietta Xiong,@XiongForCongress,R,House,NC,NC-04,False,116,0.04310344827586207
C0556,Bettina Falkner,@BettinaFalkner2022,D,House,NC,NC-05,True,121,0.2892561983471074
C0557,Celeste Oglesby,@CelesteOglesby2022,R,House,NC,NC-05,False,39,0.07692307692307693
C0558,Celeste Meriwether,@CelesteMeriwether2022,D,House,NC,NC-06,False,80,0.3375
C0559,Hattie Yarborough,@HattieYarborough2022,R,House,NC,NC-06,True,89,0.2247191011235955
C0560,Colton Kettering,@CKetteringOfficial,D,House,NC,NC-07,False,212,0.30660377358490565
C0561,Renata Yancey,@RenataYancey2022,R,House,NC,NC-07,False,111,0.38738738738738737
C0562,Sterling Ravenscroft,@SRavenscroft2022,R,House,NC,NC-08,True,286,0.14685314685314685
C0563,Ivan Winterbourne,@IWinterbourne2022,D,House,NC,NC-09,False,230,0.26521739130434785
C0564,Farrah Pemberton,@FPembertonOfficial,R,House,NC,NC-09,False,71,0.23943661971830985
C0565,Henrietta Jankowski,@HJankowski2022,D,House,NC,NC-10,True,83,0.13253012048192772
C0566,Rosalind Villanueva,@Villanueva4Congress,R,House,NC,NC-10,False,97,0.17525773195876287
C0567,Maeve Villanueva,@VillanuevaForCongress,D,House,NC,NC-11,False,177,0.011299435028248588
C0568,Walker Oglesby,@WOglesbyOfficial,R,House,NC,NC-11,False,41,0.14634146341463414
C0569,Elena Ashford,@EAshford2022,D,House,NC,NC-12,False,185,0.24864864864864866
